2026/03/26 14:20:12.837, 25.52, 1665, 98, 94
2026/03/26 14:20:12.945, 17.29, 1665, 11, 2
2026/03/26 14:20:13.052, 17.29, 1665, 11, 2
2026/03/26 14:20:13.160, 17.29, 1665, 11, 2
2026/03/26 14:20:13.268, 17.29, 1665, 11, 2
2026/03/26 14:20:13.376, 11.72, 1665, 11, 2
2026/03/26 14:20:13.487, 11.72, 1665, 11, 2
2026/03/26 14:20:13.596, 11.72, 1665, 11, 2
2026/03/26 14:20:13.706, 11.72, 1665, 11, 2
2026/03/26 14:20:13.815, 11.72, 1665, 11, 2
2026/03/26 14:20:13.925, 11.30, 1665, 8, 2
2026/03/26 14:20:14.033, 11.30, 1665, 8, 2
2026/03/26 14:20:14.141, 11.30, 1665, 8, 2
2026/03/26 14:20:14.251, 11.30, 1665, 8, 2
2026/03/26 14:20:14.361, 11.30, 1665, 8, 2
2026/03/26 14:20:14.471, 11.36, 1665, 8, 2
2026/03/26 14:20:14.582, 11.36, 1665, 8, 2
2026/03/26 14:20:14.692, 11.36, 1665, 8, 2
2026/03/26 14:20:14.802, 11.36, 1665, 8, 2
2026/03/26 14:20:14.911, 10.84, 1665, 12, 14
2026/03/26 14:20:15.020, 10.84, 1665, 12, 14
2026/03/26 14:20:15.130, 10.84, 1665, 12, 14
2026/03/26 14:20:15.239, 10.84, 1665, 12, 14
2026/03/26 14:20:15.348, 10.84, 1665, 12, 14
2026/03/26 14:20:15.459, 9.99, 1665, 12, 14
2026/03/26 14:20:15.567, 9.99, 1665, 12, 14
2026/03/26 14:20:15.677, 9.99, 1665, 12, 14
2026/03/26 14:20:15.789, 9.99, 1665, 12, 14
2026/03/26 14:20:15.899, 8.99, 1665, 11, 14
2026/03/26 14:20:16.010, 8.99, 1665, 11, 14
2026/03/26 14:20:16.120, 8.99, 1665, 11, 14
2026/03/26 14:20:16.229, 8.99, 1665, 11, 14
2026/03/26 14:20:16.339, 8.99, 1665, 11, 14
2026/03/26 14:20:16.448, 8.79, 1665, 11, 14
2026/03/26 14:20:16.559, 8.79, 1665, 11, 14
2026/03/26 14:20:16.668, 8.79, 1665, 11, 14
2026/03/26 14:20:16.778, 8.79, 1665, 11, 14
2026/03/26 14:20:16.888, 17.11, 1665, 96, 92
2026/03/26 14:20:16.998, 17.11, 1665, 96, 92
2026/03/26 14:20:17.107, 17.11, 1665, 96, 92
2026/03/26 14:20:17.216, 17.11, 1665, 96, 92
2026/03/26 14:20:17.324, 17.11, 1665, 96, 92
2026/03/26 14:20:17.433, 27.22, 1665, 96, 92
2026/03/26 14:20:17.542, 27.22, 1665, 96, 92
2026/03/26 14:20:17.651, 27.22, 1665, 96, 92
2026/03/26 14:20:17.761, 27.22, 1665, 96, 92
2026/03/26 14:20:17.870, 30.02, 1665, 97, 95
2026/03/26 14:20:17.980, 30.02, 1665, 97, 95
2026/03/26 14:20:18.091, 30.02, 1665, 97, 95
2026/03/26 14:20:18.201, 30.02, 1665, 97, 95
2026/03/26 14:20:18.312, 30.02, 1665, 97, 95
2026/03/26 14:20:18.421, 30.01, 1665, 97, 95
2026/03/26 14:20:18.530, 30.01, 1665, 97, 95
2026/03/26 14:20:18.641, 30.01, 1665, 97, 95
2026/03/26 14:20:18.751, 30.01, 1665, 97, 95
2026/03/26 14:20:18.858, 30.01, 1665, 97, 95
2026/03/26 14:20:18.967, 29.96, 1665, 96, 92
2026/03/26 14:20:19.077, 29.96, 1665, 96, 92
2026/03/26 14:20:19.186, 29.96, 1665, 96, 92
2026/03/26 14:20:19.293, 29.96, 1665, 96, 92
2026/03/26 14:20:19.404, 30.04, 1665, 96, 92
2026/03/26 14:20:19.512, 30.04, 1665, 96, 92
2026/03/26 14:20:19.621, 30.04, 1665, 96, 92
2026/03/26 14:20:19.728, 30.04, 1665, 96, 92
2026/03/26 14:20:19.838, 30.04, 1665, 96, 92
2026/03/26 14:20:19.947, 30.03, 1665, 97, 94
2026/03/26 14:20:20.057, 30.03, 1665, 97, 94
2026/03/26 14:20:20.166, 30.03, 1665, 97, 94
2026/03/26 14:20:20.275, 30.03, 1665, 97, 94
2026/03/26 14:20:20.384, 30.05, 1665, 97, 94
2026/03/26 14:20:20.493, 30.05, 1665, 97, 94
2026/03/26 14:20:20.604, 30.05, 1665, 97, 94
2026/03/26 14:20:20.712, 30.05, 1665, 97, 94
2026/03/26 14:20:20.821, 30.05, 1665, 97, 94
2026/03/26 14:20:20.931, 30.09, 1665, 97, 93
2026/03/26 14:20:21.040, 30.09, 1665, 97, 93
2026/03/26 14:20:21.150, 30.09, 1665, 97, 93
2026/03/26 14:20:21.259, 30.09, 1665, 97, 93
2026/03/26 14:20:21.367, 30.08, 1665, 97, 93
2026/03/26 14:20:21.475, 30.08, 1665, 97, 93
2026/03/26 14:20:21.584, 30.08, 1665, 97, 93
2026/03/26 14:20:21.694, 30.08, 1665, 97, 93
2026/03/26 14:20:21.803, 30.08, 1665, 97, 93
2026/03/26 14:20:21.911, 30.02, 1665, 96, 94
2026/03/26 14:20:22.021, 30.02, 1665, 96, 94
2026/03/26 14:20:22.130, 30.02, 1665, 96, 94
2026/03/26 14:20:22.239, 30.02, 1665, 96, 94
2026/03/26 14:20:22.347, 30.02, 1665, 96, 94
2026/03/26 14:20:22.457, 29.99, 1665, 96, 94
2026/03/26 14:20:22.567, 29.99, 1665, 96, 94
2026/03/26 14:20:22.676, 29.99, 1665, 96, 94
2026/03/26 14:20:22.786, 29.99, 1665, 96, 94
2026/03/26 14:20:22.895, 29.99, 1665, 96, 94
2026/03/26 14:20:23.006, 29.99, 1665, 96, 94
2026/03/26 14:20:23.117, 29.99, 1665, 96, 94
2026/03/26 14:20:23.225, 29.99, 1665, 96, 94
2026/03/26 14:20:23.335, 29.99, 1665, 96, 94
2026/03/26 14:20:23.443, 30.08, 1665, 96, 94
2026/03/26 14:20:23.554, 30.08, 1665, 96, 94
2026/03/26 14:20:23.661, 30.08, 1665, 96, 94
2026/03/26 14:20:23.772, 30.08, 1665, 96, 94
2026/03/26 14:20:23.881, 28.85, 1665, 22, 15
2026/03/26 14:20:23.992, 28.85, 1665, 22, 15
2026/03/26 14:20:24.102, 28.85, 1665, 22, 15
2026/03/26 14:20:24.214, 28.85, 1665, 22, 15
2026/03/26 14:20:24.324, 28.85, 1665, 22, 15
2026/03/26 14:20:24.433, 20.90, 1665, 22, 15
