clock_applied_mhz,runtime_s,avg_power_w,energy_j,repeats,slowdown_pct,energy_saving_pct,edp,norm_edp,avg_clock_mhz
3105,10.219933333333334,56.2091,574.4544333333333,3,0.10448024343896467,-2.0111795600142868,5870.886011704444,1.0211776108875354,2502.545633333333
3045,10.2213,56.447766666666666,576.9709666666666,3,0.11786677462959361,-2.4580636274690537,5897.393341589999,1.0257882764241468,2501.9210333333335
2985,10.205766666666667,56.66303333333334,578.2901333333333,3,-0.034282579878397446,-2.6923202366870624,5901.894166435555,1.0265711465997294,2502.533733333333
2925,10.2066,56.60273333333333,577.7208,3,-0.026120060859735617,-2.5912184581540654,5896.565117280001,1.0256442156945607,2501.9299666666666
2865,10.202166666666667,56.64773333333333,577.9312666666666,3,-0.06954466203905607,-2.628592968087151,5896.15110441111,1.0255722025995206,2501.9208333333336
2805,10.212133333333334,56.6242,578.2549,3,0.028079065424235772,-2.686063528261462,5905.216139453334,1.0271489681522115,2503.1525
2745,10.197766666666666,56.66813333333334,577.8913666666666,3,-0.1126427624576376,-2.621507556558811,5893.201315947777,1.0250591185557145,2502.5338333333334
2685,10.215066666666667,56.765233333333335,579.8594333333334,3,0.05681113236994939,-2.9709953322113902,5923.302768795556,1.0302949432067223,2500.6892000000003
2625,10.211066666666666,56.81836666666667,580.1749333333333,3,0.01763104108032376,-3.027021581263778,5924.204922595555,1.030451863177626,2503.1495333333332
2565,10.2162,56.87293333333333,581.0247666666667,3,0.06791215823533925,-3.1779343355786915,5935.86522122,1.0324800469760862,2503.7562
2505,10.214533333333334,56.73453333333333,579.519,3,0.051587120197993386,-2.9105414408672647,5919.5161428,1.0296363002557678,2503.1617666666666
2445,10.220699999999999,55.15736666666667,563.7483666666667,3,0.11198976093613755,-0.11000441757946788,5761.902931189999,1.0022211737219986,2443.4456
2385,10.2136,52.04083333333333,531.5243,3,0.04244509889708148,5.612320731541221,5428.77659048,0.9442774221227094,2383.3229333333334
2325,10.210766666666666,50.58453333333333,516.5088,3,0.014692534233606835,8.278761754191644,5273.950838079999,0.9173471442013711,2323.717466666667
2265,10.212166666666667,48.18216666666666,492.0434666666667,3,0.028405566184974695,12.623296963329956,5024.829888844444,0.8740152288388137,2263.6743333333334
2205,10.214166666666666,46.75866666666667,477.6021,3,0.04799561182977641,15.187783827113122,4878.307449749999,0.8485292231494543,2204.3823666666667
2145,10.206966666666666,45.11163333333334,460.4537666666667,3,-0.02252855249152974,18.232971764250305,4699.836247907778,0.8174860730787283,2144.9012333333335
2085,10.207733333333334,43.6761,445.83279999999996,3,-0.015019034994345759,20.829351858872826,4550.942333653333,0.7915875747377761,2085.5191333333332
2025,10.2048,42.34963333333334,432.16799999999995,3,-0.04375110194005938,23.25593660705393,4410.1880064,0.7671048701953809,2026.2078333333332
1965,10.204333333333333,41.3245,421.68889999999993,3,-0.048322112590526434,25.11680718215672,4303.054098566666,0.7484700767709846,1967.1755999999998
1905,10.201366666666667,40.094966666666664,409.0254,3,-0.07738068029697898,27.365581841031428,4172.61808138,0.7257821315206741,1907.9505
1845,10.198966666666665,39.77183333333333,405.632,3,-0.1008887350707588,27.968179221489088,4137.027246933333,0.7195914878567905,1848.2784333333332
1785,10.1965,38.8796,396.4359,3,-0.12504979136600536,29.60121563642002,4042.25865435,0.7031075083060913,1788.9686333333332
1725,10.193033333333334,37.95406666666667,386.86789999999996,3,-0.15900587048366388,31.300293769330622,3943.3574002966666,0.6859046966475758,1729.6686
1665,10.1854,36.846666666666664,375.299,3,-0.23377454469468706,33.35469019615226,3822.5704345999998,0.6648951003429343,1671.1312666666665
1605,10.179933333333333,36.06783333333333,367.1682333333333,3,-0.2873206694571584,34.798545531345795,3737.748137451111,0.6501411721317907,1611.8845000000001
1545,10.1742,35.0319,356.4215,3,-0.34347880030559663,36.706942229390116,3626.3036253,0.6307565953510267,1552.6994000000002
1485,10.171066666666666,34.1948,347.79653333333334,3,-0.3741698718157993,38.23855722316271,3537.461726968889,0.6153035006556762,1492.4351666666669
1425,10.1684,33.510866666666665,340.75126666666665,3,-0.4002899326755349,39.48965029735347,3464.895179973333,0.6026813286456006,1431.9692000000002
1365,10.165133333333333,32.842333333333336,333.8460666666667,3,-0.4322870072287266,40.715870439846604,3393.5897804755555,0.590278519707162,1373.8305333333335
1305,10.166,32.34056666666667,328.7744,3,-0.42379798744930364,41.6164931332773,3342.3205504000002,0.581360787396192,1314.5368
1245,10.173533333333333,31.68426666666667,322.3414,3,-0.35000881552054164,42.75886036038996,3279.3509776133337,0.5704079060476699,1255.1946333333333
1185,10.187566666666667,31.12863333333333,317.12556666666666,3,-0.21255199524613522,43.685084060387126,3230.7378521211112,0.5619521746216204,1195.848
1065,10.2111,30.251033333333336,308.89619999999996,3,0.01795754184108489,45.14644870827976,3154.1699878199997,0.5486340164114476,1077.2333333333333
1005,10.195066666666667,30.096533333333337,306.8368666666667,3,-0.13908932407811214,45.51214354889854,3128.2223114577782,0.5441206965985896,1019.7524999999999
945,10.977699999999999,29.491566666666667,323.7495,3,7.526822037495329,42.50881103775708,3554.02488615,0.6181844844267111,957.6927
885,11.314266666666667,29.208466666666666,330.47226666666666,3,10.82350021875551,41.3149872672728,3739.0513510044443,0.6503678521423063,897.9615666666667
825,12.409766666666668,28.502733333333335,353.7121333333334,3,21.553947720698208,37.18806949291123,4389.485041835556,0.7635038117094796,837.5239
765,12.290199999999999,28.410700000000002,349.1730333333333,3,20.382789491899512,37.99411940439688,4291.406414273332,0.7464440871000346,780.0351
705,12.199566666666668,28.5398,348.1738666666667,3,19.495033923429062,38.17155065799914,4247.570297991112,0.7388192651555407,720.8511666666667
645,12.918366666666666,28.069133333333337,362.6082333333334,3,26.53569632817243,35.608306848870065,4684.306114552222,0.8147847730628238,656.7706666666667
585,13.899366666666666,27.415733333333332,381.061,3,36.14461371694995,32.33147863659636,5296.506561366666,0.9212704701817764,598.3241666666667
525,14.922733333333333,26.742033333333335,399.0641333333333,3,46.16851357263663,29.134495968270624,5955.12764463111,1.035830538789357,537.9081
