run_id,clock_target_mhz,clock_applied_mhz,avg_clock_mhz,runtime_s,avg_power_w,energy_j,log_path
clk2325_r2_20260411_105345,2325,2325,2320.9375,4.2153,45.2457,190.7222,data\raw\memory\logs\36_chunk_merge\clk2325_r2_20260411_105345_power.csv
clk2325_r3_20260411_105357,2325,2325,2320.9375,4.2157,44.5320,187.7337,data\raw\memory\logs\36_chunk_merge\clk2325_r3_20260411_105357_power.csv
clk2265_r1_20260411_105411,2265,2265,2263.5165,4.2248,43.9732,185.7774,data\raw\memory\logs\36_chunk_merge\clk2265_r1_20260411_105411_power.csv
clk2265_r2_20260411_105422,2265,2265,2262.1875,4.2215,43.2256,182.4756,data\raw\memory\logs\36_chunk_merge\clk2265_r2_20260411_105422_power.csv
clk2265_r3_20260411_105434,2265,2265,2265.0000,4.2228,43.2100,182.4671,data\raw\memory\logs\36_chunk_merge\clk2265_r3_20260411_105434_power.csv
clk2205_r1_20260411_105448,2205,2205,2203.3871,4.2310,42.1611,178.3821,data\raw\memory\logs\36_chunk_merge\clk2205_r1_20260411_105448_power.csv
clk2205_r2_20260411_105459,2205,2205,2203.4375,4.2319,42.1038,178.1781,data\raw\memory\logs\36_chunk_merge\clk2205_r2_20260411_105459_power.csv
clk2205_r3_20260411_105511,2205,2205,2204.2188,4.2286,42.0164,177.6693,data\raw\memory\logs\36_chunk_merge\clk2205_r3_20260411_105511_power.csv
clk2145_r1_20260411_105525,2145,2145,2144.6703,4.2407,41.4903,175.9486,data\raw\memory\logs\36_chunk_merge\clk2145_r1_20260411_105525_power.csv
clk2145_r2_20260411_105537,2145,2145,2144.8438,4.2389,40.6029,172.1097,data\raw\memory\logs\36_chunk_merge\clk2145_r2_20260411_105537_power.csv
clk2145_r3_20260411_105548,2145,2145,2144.8404,4.2393,41.5070,175.9602,data\raw\memory\logs\36_chunk_merge\clk2145_r3_20260411_105548_power.csv
clk2085_r1_20260411_105602,2085,2085,2085.9677,4.2532,39.7012,168.8562,data\raw\memory\logs\36_chunk_merge\clk2085_r1_20260411_105602_power.csv
clk2085_r2_20260411_105613,2085,2085,2085.9375,4.2537,39.8467,169.4968,data\raw\memory\logs\36_chunk_merge\clk2085_r2_20260411_105613_power.csv
clk2085_r3_20260411_105625,2085,2085,2085.9474,4.2512,39.7625,169.0390,data\raw\memory\logs\36_chunk_merge\clk2085_r3_20260411_105625_power.csv
clk2025_r1_20260411_105638,2025,2025,2027.2826,4.2620,39.0622,166.4822,data\raw\memory\logs\36_chunk_merge\clk2025_r1_20260411_105638_power.csv
clk2025_r2_20260411_105650,2025,2025,2027.1875,4.2640,38.3003,163.3133,data\raw\memory\logs\36_chunk_merge\clk2025_r2_20260411_105650_power.csv
clk2025_r3_20260411_105701,2025,2025,2028.2812,4.2611,38.4308,163.7581,data\raw\memory\logs\36_chunk_merge\clk2025_r3_20260411_105701_power.csv
clk1965_r1_20260411_105715,1965,1965,1968.5870,4.2720,38.0155,162.4015,data\raw\memory\logs\36_chunk_merge\clk1965_r1_20260411_105715_power.csv
clk1965_r2_20260411_105727,1965,1965,1970.1562,4.2727,37.8009,161.5106,data\raw\memory\logs\36_chunk_merge\clk1965_r2_20260411_105727_power.csv
