run_id,clock_target_mhz,clock_applied_mhz,avg_clock_mhz,runtime_s,avg_power_w,energy_j,log_path
clk1005_r2_20260411_102914,1005,1005,1032.8926,5.6043,25.3826,142.2529,data\raw\memory\logs\34_Element-wise Operations\clk1005_r2_20260411_102914_power.csv
clk1005_r3_20260411_102928,1005,1005,1032.8926,5.5876,25.3136,141.4418,data\raw\memory\logs\34_Element-wise Operations\clk1005_r3_20260411_102928_power.csv
clk945_r1_20260411_102945,945,945,964.1129,6.0088,25.3665,152.4223,data\raw\memory\logs\34_Element-wise Operations\clk945_r1_20260411_102945_power.csv
clk945_r2_20260411_103000,945,945,972.3462,6.0271,25.0885,151.2094,data\raw\memory\logs\34_Element-wise Operations\clk945_r2_20260411_103000_power.csv
clk945_r3_20260411_103016,945,945,972.7734,6.0263,24.9894,150.5939,data\raw\memory\logs\34_Element-wise Operations\clk945_r3_20260411_103016_power.csv
clk885_r1_20260411_103033,885,885,904.3023,6.2322,25.1001,156.4277,data\raw\memory\logs\34_Element-wise Operations\clk885_r1_20260411_103033_power.csv
clk885_r2_20260411_103049,885,885,903.5821,6.2315,24.6507,153.6123,data\raw\memory\logs\34_Element-wise Operations\clk885_r2_20260411_103049_power.csv
clk885_r3_20260411_103105,885,885,913.0827,6.2127,25.1826,156.4517,data\raw\memory\logs\34_Element-wise Operations\clk885_r3_20260411_103105_power.csv
clk825_r1_20260411_103123,825,825,843.6429,6.8123,24.8871,169.5382,data\raw\memory\logs\34_Element-wise Operations\clk825_r1_20260411_103123_power.csv
clk825_r2_20260411_103140,825,825,851.8151,6.8146,24.2930,165.5464,data\raw\memory\logs\34_Element-wise Operations\clk825_r2_20260411_103140_power.csv
clk825_r3_20260411_103157,825,825,843.1250,6.7921,24.3866,165.6371,data\raw\memory\logs\34_Element-wise Operations\clk825_r3_20260411_103157_power.csv
clk765_r1_20260411_103216,765,765,784.3617,6.8135,24.6012,167.6196,data\raw\memory\logs\34_Element-wise Operations\clk765_r1_20260411_103216_power.csv
clk765_r2_20260411_103233,765,765,784.0909,6.6230,24.4752,162.1000,data\raw\memory\logs\34_Element-wise Operations\clk765_r2_20260411_103233_power.csv
clk765_r3_20260411_103249,765,765,784.3617,6.6106,24.7710,163.7513,data\raw\memory\logs\34_Element-wise Operations\clk765_r3_20260411_103249_power.csv
clk705_r1_20260411_103308,705,705,725.5036,6.7919,24.7615,168.1789,data\raw\memory\logs\34_Element-wise Operations\clk705_r1_20260411_103308_power.csv
clk705_r2_20260411_103325,705,705,735.3191,6.6208,24.5530,162.5606,data\raw\memory\logs\34_Element-wise Operations\clk705_r2_20260411_103325_power.csv
clk705_r3_20260411_103342,705,705,734.8951,6.6098,24.4111,161.3525,data\raw\memory\logs\34_Element-wise Operations\clk705_r3_20260411_103342_power.csv
clk645_r1_20260411_103401,645,645,666.5217,6.7945,24.5775,166.9933,data\raw\memory\logs\34_Element-wise Operations\clk645_r1_20260411_103401_power.csv
clk645_r2_20260411_103417,645,645,676.1538,6.7947,24.3995,165.7865,data\raw\memory\logs\34_Element-wise Operations\clk645_r2_20260411_103417_power.csv
clk645_r3_20260411_103435,645,645,675.9375,6.7947,24.2984,165.0997,data\raw\memory\logs\34_Element-wise Operations\clk645_r3_20260411_103435_power.csv
clk585_r1_20260411_103454,585,585,607.2302,6.8155,24.5588,167.3800,data\raw\memory\logs\34_Element-wise Operations\clk585_r1_20260411_103454_power.csv
clk585_r2_20260411_103511,585,585,617.6408,6.8163,24.3733,166.1354,data\raw\memory\logs\34_Element-wise Operations\clk585_r2_20260411_103511_power.csv
clk585_r3_20260411_103528,585,585,617.1875,6.7972,24.3747,165.6808,data\raw\memory\logs\34_Element-wise Operations\clk585_r3_20260411_103528_power.csv
clk525_r1_20260411_103547,525,525,547.7660,6.8016,24.4499,166.2985,data\raw\memory\logs\34_Element-wise Operations\clk525_r1_20260411_103547_power.csv
clk525_r2_20260411_103604,525,525,558.4375,6.8187,24.3038,165.7189,data\raw\memory\logs\34_Element-wise Operations\clk525_r2_20260411_103604_power.csv
clk525_r3_20260411_103622,525,525,558.2069,6.8188,24.2204,165.1533,data\raw\memory\logs\34_Element-wise Operations\clk525_r3_20260411_103622_power.csv
