clock_applied_mhz,runtime_s,avg_power_w,energy_j,repeats,slowdown_pct,energy_saving_pct,edp,norm_edp,avg_clock_mhz
3105,55.71246666666667,68.16596666666668,3797.6865666666667,3,0.4357250035003535,-1.9280484434555545,211578.48625586447,1.0237217443610365,2280.987333333333
3045,55.73763333333333,68.06056666666666,3793.5339999999997,3,0.481094246038305,-1.816595586845482,211442.60712953328,1.0230642936972587,2274.2890666666667
2985,55.7609,68.0473,3794.3771666666667,3,0.5230382609939355,-1.8392257674402224,211577.88575278333,1.0237188388290392,2273.909333333333
2925,55.733066666666666,68.31503333333333,3807.4066333333335,3,0.47286168149831553,-2.188930274718226,212198.44772267557,1.026721425687204,2272.4642
2865,55.72266666666667,68.30906666666668,3806.3645666666666,3,0.4541130673634264,-2.160961715487031,212100.7839601778,1.0262488799238119,2277.0199
2805,55.70156666666666,68.34596666666665,3806.9787666666666,3,0.4160750136858793,-2.1774465428299195,212054.68157006774,1.026025813675169,2277.9192333333335
2745,55.6885,68.37176666666666,3807.5231666666664,3,0.3925190625933439,-2.192057972340633,212035.25386691664,1.025931812803385,2275.4892333333332
2685,55.66983333333334,68.3447,3804.739,3,0.35886770388968703,-2.1173323018849777,211809.18600683333,1.0248379842759014,2275.7917666666667
2625,55.666866666666664,68.4044,3807.8592000000003,3,0.353519541524272,-2.201076942515612,211971.59037184,1.0256237772115566,2273.6481666666664
2565,55.7946,68.76413333333333,3836.6969666666664,3,0.5837909817964393,-2.975068483471288,214066.97257638,1.035762276467765,2271.7799
2505,55.88036666666667,68.32889999999999,3818.2442666666666,3,0.7384069566973128,-2.479807048254057,213364.8896442311,1.0323652507270835,2268.0630666666666
2445,55.89103333333333,68.46036666666667,3826.3176333333336,3,0.7576363045279866,-2.696492257592986,213856.84638855446,1.0347455816641327,2266.0028666666667
2385,55.84793333333334,68.39513333333333,3819.724366666667,3,0.6799377209497193,-2.5195322077301796,213323.7117813089,1.0321660117855174,2265.3838333333333
2325,55.8367,67.48426666666667,3768.1019666666666,3,0.6596868140155587,-1.1340122614156511,210398.37908217666,1.0180118000478908,2266.4222666666665
2265,56.0391,66.91353333333333,3749.7744333333335,3,1.024563689102309,-0.6421102382613952,210133.98444701,1.0167325275570895,2252.9638
2205,57.013266666666674,62.4566,3560.8560666666667,3,2.780743971449251,4.428366245626025,203016.03649048446,0.9822923619841427,2204.7660666666666
2145,58.3171,58.57516666666667,3415.935766666667,3,5.131231285187465,8.317956157677509,199207.46769827668,0.9638646155885903,2144.9679
2085,59.7072,55.495866666666664,3313.4989,3,7.637235949506138,11.06731151513144,197839.74152208,0.9572468774069726,2085.1598
2025,61.170433333333335,52.17263333333333,3191.4218333333333,3,10.275081829888787,14.343800226509373,195220.65649446112,0.9445744439258981,2025.3064333333332
1965,62.71883333333333,48.8807,3065.7395333333334,3,13.06646203435684,17.717051635755887,192279.60683454442,0.9303441857300749,1965.4236666666666
1905,65.17703333333333,45.61383333333333,2972.2069333333334,3,17.497985425356166,20.227420834604825,193719.6303674311,0.9373117344118673,1896.3123333333333
1845,66.12896666666667,44.1154,2917.3040333333333,3,19.214084535818586,21.700987795081527,192918.30117683223,0.9334345060068242,1845.7712333333336
1785,68.0116,43.24463333333333,2941.1347666666666,3,22.608004336217945,21.061382577799183,200031.28129662666,0.9678506347196247,1785.7294333333332
1725,70.0218,40.95186666666667,2867.5228,3,26.231895118329597,23.03709172933238,200789.10799704,0.9715173764824536,1725.8311666666668
1665,72.18053333333334,38.2711,2762.428933333333,3,30.123554568983213,25.85775966615801,199393.59370343114,0.9647651855947356,1666.0423333333335
1605,74.49313333333333,36.5982,2726.3142666666668,3,34.29259736209404,26.827059640997753,203091.6921753689,0.982658421743201,1606.3868
1545,76.99103333333333,34.4484,2652.218033333333,3,38.795689982050604,28.815766272810883,204197.0070116344,0.9880064836008772,1546.3656333333336
1485,79.8142,32.511,2594.8361666666665,3,43.88515752741835,30.35586748514173,207104.77277356666,1.002075697776078,1486.1696333333332
1425,82.86123333333335,30.43126666666667,2521.5101,3,49.378201010382085,32.32390322062586,208935.4367484567,1.0109333588307423,1426.5844
1365,85.7953,28.953599999999998,2484.0828333333334,3,54.66759368147667,33.328432736934666,213122.63191068333,1.0311930875551032,1366.2885999999999
1305,89.29336666666666,27.405033333333336,2447.0849999999996,3,60.97373811911739,34.32143647278877,218508.45816949994,1.0572523885269116,1306.3392333333334
1245,93.0579,26.159033333333337,2434.2998666666667,3,67.76025570225279,34.66458319300371,226530.83356228002,1.0960686229954963,1246.3777
1185,96.95086666666667,24.966633333333334,2420.5342,3,74.77830665161171,35.034046947904365,234672.88848630668,1.1354639264453381,1186.2363666666668
