timestamp, power.draw [W], clocks.current.graphics [MHz], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], pstate, pcie.link.gen.gpucurrent, pcie.link.width.current
2026/04/23 19:47:21.558, 40.54, 2520, 2520, 8001, 48, 0, 0, 0, 6141, P0, 4, 8
2026/04/23 19:47:21.667, 40.54, 2520, 2520, 8001, 48, 0, 0, 0, 6141, P0, 4, 8
2026/04/23 19:47:21.776, 40.54, 2520, 2520, 8001, 48, 0, 0, 0, 6141, P0, 4, 8
2026/04/23 19:47:21.885, 40.54, 2520, 2520, 8001, 48, 0, 0, 0, 6141, P0, 4, 8
2026/04/23 19:47:21.996, 25.47, 2520, 2520, 8001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.107, 25.47, 2520, 2520, 8001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.218, 25.47, 2520, 2520, 8001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.327, 25.47, 2520, 2520, 8001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.437, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.548, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.658, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.767, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.877, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:22.988, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.098, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.207, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.316, 18.26, 2520, 2520, 7001, 48, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.428, 17.62, 2520, 2520, 7001, 47, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.538, 17.62, 2520, 2520, 7001, 47, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.647, 17.62, 2520, 2520, 7001, 47, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.758, 17.62, 2520, 2520, 7001, 47, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.868, 17.62, 2520, 2520, 7001, 47, 0, 0, 0, 6141, P3, 4, 8
2026/04/23 19:47:23.978, 17.62, 2520, 2520, 7001, 47, 0, 0, 0, 6141, P5, 2, 8
